"song_name","song_popularity","song_duration_ms","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","audio_mode","speechiness","tempo","time_signature","audio_valence","artist_name","album_names","playlist","image"
"Guerrilla Radio","70","206200","0.0129","0.599","0.9570000000000001","7.06e-05","11","0.155","-5.763999999999999","1","0.188","103.68","4","0.489","Rage Against The Machine","The Battle Of Los Angeles","Hard Rock Workout","//upload.wikimedia.org/wikipedia/en/thumb/f/f7/Guerrillaradio.jpg/220px-Guerrillaradio.jpg"
"Toxicity","78","218933","0.000264","0.413","0.873","0.0025","8","0.204","-4.151","1","0.0535","116.681","3","0.48100000000000004","System Of A Down","Toxicity","Hard Rock Workout","//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Skull_and_Crossbones.svg/150px-Skull_and_Crossbones.svg.png"
"The Violence","8","228720","4.28e-05","0.29","0.9279999999999999","9.97e-05","10","0.0822","-2.4019999999999997","0","0.0586","184.05200000000002","4","0.588","Rise Against","The Violence","Hard Rock Workout","//upload.wikimedia.org/wikipedia/en/5/5a/RiseAgainstTheViolence.jpg"
"Now That We're Dead","53","419074","0.000101","0.5660000000000001","0.951","0.10300000000000001","2","0.266","-3.591","1","0.0464","128.304","4","0.345","Metallica","Hardwired…To Self-Destruct","Hard Rock Workout","//upload.wikimedia.org/wikipedia/en/thumb/1/1f/Now_That_We%27re_Dead.jpg/220px-Now_That_We%27re_Dead.jpg"
"Rusty Cage","4","265906","1.84e-05","0.302","0.8190000000000001","0.00041600000000000003","11","0.0568","-11.364","0","0.0824","102.04799999999999","4","0.309","Soundgarden","Badmotorfinger","Hard Rock Workout","//upload.wikimedia.org/wikipedia/en/thumb/f/f1/Rusty2.jpg/220px-Rusty2.jpg"
"Jekyll And Hyde","1","206903","0.000698","0.5429999999999999","0.9640000000000001","2.24e-05","6","0.0787","-4.178999999999999","1","0.106","154.971","4","0.6759999999999999","Five Finger Death Punch","Jekyll And Hyde","Hard Rock Workout","//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Jekyll_and_Hyde_Title.jpg/220px-Jekyll_and_Hyde_Title.jpg"
"I Hate Everything About You","75","231480","0.00461","0.498","0.83","0.0","6","0.139","-5.157","0","0.0421","89.34200000000001","4","0.45299999999999996","Three Days Grace","Three Days Grace (Deluxe Version)","Hard Rock Workout","//upload.wikimedia.org/wikipedia/en/f/ff/Three_days_grace_i_hate_everything_about_you.png"
"Face to the Floor","61","218560","1.25e-05","0.515","0.857","0.0954","5","0.486","-4.582","1","0.0511","92.02799999999999","4","0.669","Chevelle","Hats off to the Bull","Hard Rock Workout","//upload.wikimedia.org/wikipedia/en/thumb/6/66/FacetotheFloor.jpg/220px-FacetotheFloor.jpg"
"I Want You Back","70","179226","0.48700000000000004","0.659","0.5770000000000001","0.0033799999999999998","8","0.168","-8.113999999999999","1","0.0337","98.148","4","0.946","The Jackson 5","Anthology: Jackson 5","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/9/96/Iwantyoubacksingle.jpg/220px-Iwantyoubacksingle.jpg"
"Brown Eyed Girl","26","182960","0.29","0.478","0.6779999999999999","0.0","7","0.5770000000000001","-7.032","1","0.0364","151.466","4","0.892","Van Morrison","Super Hits","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/d/d5/BrownEyedGirl.jpg/220px-BrownEyedGirl.jpg"
"(Your Love Keeps Lifting Me) Higher & Higher","73","181066","0.17600000000000002","0.631","0.69","0.0","2","0.121","-6.676","1","0.0531","94.574","4","0.938","Jackie Wilson","The Ultimate Jackie Wilson","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/a/a2/Jackie_Wilson_%28Your_Love%29.jpg/220px-Jackie_Wilson_%28Your_Love%29.jpg"
"Africa","86","295893","0.257","0.6709999999999999","0.373","7.950000000000001e-05","9","0.0481","-18.064","1","0.0323","92.71700000000001","4","0.732","Toto","Toto IV","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/1/1f/Toto_-_Africa.jpg/220px-Toto_-_Africa.jpg"
"Superstition","67","244826","0.0182","0.648","0.7509999999999999","0.000401","8","0.0418","-8.582","1","0.0806","100.43700000000001","4","0.863","Stevie Wonder","Number 1's","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/b/b1/Stevie_wonder-superstition_single.jpg/220px-Stevie_wonder-superstition_single.jpg"
"Put Your Records On","78","215360","0.16699999999999998","0.7390000000000001","0.511","1.34e-06","9","0.133","-7.843999999999999","1","0.0362","96.038","4","0.542","Corinne Bailey Rae","Corinne Bailey Rae","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/0/03/Corinne_Bailey_Rae_-_Put_Your_Records_On.png/220px-Corinne_Bailey_Rae_-_Put_Your_Records_On.png"
"Spirit In The Sky","73","239600","0.11199999999999999","0.601","0.643","0.00209","2","0.08800000000000001","-5.827999999999999","1","0.0314","128.262","4","0.552","Norman Greenbaum","Music From The Motion Picture Michael","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/c/cf/Norman_Greenbaum_-_Spirit_in_the_Sky.jpg/220px-Norman_Greenbaum_-_Spirit_in_the_Sky.jpg"
"You Can't Hurry Love","34","175346","0.0674","0.639","0.9229999999999999","0.0","7","0.0879","-5.707999999999999","1","0.032","97.874","4","0.7609999999999999","Phil Collins","Hello, I Must Be Going","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/2/2c/Supremes_You_cant_hurry_love.png/220px-Supremes_You_cant_hurry_love.png"
"This Will Be (An Everlasting Love)","70","171960","0.228","0.685","0.623","0.00234","8","0.0295","-11.145999999999999","1","0.042","126.73899999999999","4","0.8959999999999999","Natalie Cole","Inseparable","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/8/8d/This_Will_Be_-_Natalie_Cole.jpg/220px-This_Will_Be_-_Natalie_Cole.jpg"
"Come On Eileen","40","273720","0.413","0.466","0.615","0.0","0","0.34299999999999997","-9.102","1","0.0492","108.016","4","0.812","Dexys Midnight Runners","Too Rye Ay (Deluxe Edition)","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/7/78/DexysMidnightRunnerComeOnEileen7InchSingleCover.jpg/220px-DexysMidnightRunnerComeOnEileen7InchSingleCover.jpg"
"You Can't Hurry Love","28","165080","0.762","0.617","0.81","0.0","10","0.134","-6.513","1","0.0798","97.389","4","0.65","The Supremes","Favorites","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/2/2c/Supremes_You_cant_hurry_love.png/220px-Supremes_You_cant_hurry_love.png"
"Signed, Sealed, Delivered (I'm Yours)","65","158040","0.00495","0.6459999999999999","0.784","0.0","5","0.061","-6.1370000000000005","1","0.0334","108.84","4","0.8190000000000001","Stevie Wonder","Number 1's","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/1/15/Swonderssd.jpg/220px-Swonderssd.jpg"
"I'm Yours","86","242186","0.595","0.6859999999999999","0.457","0.0","11","0.105","-8.322000000000001","1","0.0468","150.953","4","0.718","Jason Mraz","We Sing. We Dance. We Steal Things.","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/3/35/ImYoursJasonMraz.jpg/220px-ImYoursJasonMraz.jpg"
"I Can't Help Myself (Sugar Pie, Honey Bunch)","64","163680","0.204","0.6859999999999999","0.7140000000000001","0.0","0","0.0592","-4.809","1","0.0287","126.736","4","0.9640000000000001","Four Tops","The Definitive Collection","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/c/c9/I_Can%27t_Help_Myself_label.jpeg/220px-I_Can%27t_Help_Myself_label.jpeg"
"My Girl","80","165000","0.625","0.579","0.419","0.0","0","0.0981","-10.72","1","0.0346","104.564","4","0.6729999999999999","The Temptations","The Temptations Sing Smokey","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/c/c2/Tempts-mygirl-cover.jpg"
"Don't Worry Be Happy","68","292400","0.8809999999999999","0.6809999999999999","0.163","7.62e-05","11","0.0688","-22.596999999999998","1","0.165","69.28399999999999","4","0.7709999999999999","Bobby McFerrin","The Collection","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/9/98/DontWorryBe.jpg/220px-DontWorryBe.jpg"
"Sweet Caroline","72","203573","0.589","0.5379999999999999","0.127","0.00016999999999999999","11","0.23800000000000002","-16.057000000000002","1","0.0284","62.82899999999999","4","0.527","Neil Diamond","Sweet Caroline","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/d/dc/Sweet_Caroline_cover.jpg/220px-Sweet_Caroline_cover.jpg"
"What I Like About You","70","175400","0.319","0.542","0.915","5.3400000000000004e-05","9","0.171","-9.637","1","0.0549","159.81","4","0.92","The Romantics","What I Like About You (And Other Romantic Hits)","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/3/30/The_Romantics_-_What_I_Like_About_You.jpg/220px-The_Romantics_-_What_I_Like_About_You.jpg"
"Mrs. Robinson","75","244026","0.713","0.606","0.457","2.5300000000000002e-05","6","0.0747","-14.035","0","0.0497","92.03299999999999","4","0.813","Simon & Garfunkel","Bookends","Have a Great Day!","//upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Mrs_Robinson_by_Simon_and_Garfunkel_US_vinyl_%28The_Graduate_credit%29.png/220px-Mrs_Robinson_by_Simon_and_Garfunkel_US_vinyl_%28The_Graduate_credit%29.png"
"Dancing Queen","73","230693","0.382","0.539","0.884","0.0016600000000000002","9","0.76","-6.53","1","0.0403","100.81200000000001","4","0.752","ABBA","Arrival","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/e/ef/ABBA_-_Dancing_Queen.png/220px-ABBA_-_Dancing_Queen.png"
"Uptown Funk","34","270626","0.00966","0.853","0.6809999999999999","5.7100000000000006e-05","0","0.0233","-5.003","1","0.0888","115.00399999999999","4","0.93","Mark Ronson","Uptown Funk","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/a/a7/Mark_Ronson_-_Uptown_Funk_%28feat._Bruno_Mars%29_%28Official_Single_Cover%29.png/220px-Mark_Ronson_-_Uptown_Funk_%28feat._Bruno_Mars%29_%28Official_Single_Cover%29.png"
"All Star","83","200373","0.0319","0.731","0.861","0.0","11","0.0829","-5.881","1","0.0323","104.03399999999999","4","0.78","Smash Mouth","Astro Lounge","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/1/16/All_star.jpg/220px-All_star.jpg"
"Jessie's Girl","70","192866","0.0752","0.688","0.706","0.0","2","0.0924","-7.925","1","0.042","131.705","4","0.8420000000000001","Rick Springfield","The Best Of Rick Springfield","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/1/1c/Jessie%27s_Girl.jpg/220px-Jessie%27s_Girl.jpg"
"You Can Call Me Al","75","280000","0.182","0.7759999999999999","0.763","0.0065","5","0.077","-8.124","1","0.0535","128.433","4","0.82","Paul Simon","Graceland (25th Anniversary Deluxe Edition)","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/b/b6/You_Can_Call_Me_Al.jpg/220px-You_Can_Call_Me_Al.jpg"
"Mr. Jones","78","272506","0.21100000000000002","0.581","0.8170000000000001","1.42e-06","0","0.24600000000000002","-6.542000000000001","1","0.0382","141.607","4","0.779","Counting Crows","August And Everything After","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/5/54/Mister_Jones.jpg/220px-Mister_Jones.jpg"
"Me and Julio Down by the Schoolyard","71","164813","0.237","0.626","0.816","1.8000000000000001e-06","9","0.10400000000000001","-10.593","1","0.13","105.33","4","0.7979999999999999","Paul Simon","Paul Simon","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/5/59/PAUL_SIMON_me_and_julio.jpg/220px-PAUL_SIMON_me_and_julio.jpg"
"Highway to Hell","83","208400","0.0591","0.573","0.9129999999999999","0.00173","6","0.156","-4.793","0","0.132","115.715","4","0.42200000000000004","AC/DC","Highway to Hell","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/a/ac/Acdc_Highway_to_Hell.JPG/220px-Acdc_Highway_to_Hell.JPG"
"Two Princes","74","256733","0.00162","0.5429999999999999","0.912","2.1000000000000002e-06","7","0.0565","-10.71","1","0.0601","103.73100000000001","4","0.836","Spin Doctors","Pocket Full Of Kryptonite","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/d/dd/TwoPrinces.jpg/220px-TwoPrinces.jpg"
"Don't Stop Believin'","76","248906","0.25","0.491","0.802","0.0","4","0.387","-7.106","1","0.0392","119.25","4","0.47200000000000003","Journey","The Essential Journey","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/6/66/Don%27t_Stop_Believin%27.jpg/220px-Don%27t_Stop_Believin%27.jpg"
"Take On Me","85","225280","0.018000000000000002","0.573","0.902","0.00125","6","0.0928","-7.638","0","0.054000000000000006","84.412","4","0.8759999999999999","a-ha","Hunting High And Low","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/d/d5/A-ha_take_on_me-1stcover.jpg/220px-A-ha_take_on_me-1stcover.jpg"
"(What A) Wonderful World","71","125440","0.627","0.691","0.507","0.0","11","0.457","-10.23","1","0.0343","128.518","4","0.885","Sam Cooke","The Man Who Invented Soul","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/3/33/Cooke_WonderfulWorld.jpg/220px-Cooke_WonderfulWorld.jpg"
"Hound Dog","71","136026","0.733","0.35700000000000004","0.7559999999999999","0.00505","0","0.76","-8.492","1","0.0621","174.797","4","0.95","Elvis Presley","Elvis' Golden Records","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/2/2e/Big-mama-thornton-hound-dog.jpg/220px-Big-mama-thornton-hound-dog.jpg"
"You Shook Me All Night Long","74","210880","0.00224","0.529","0.768","0.000685","7","0.297","-5.51","1","0.0566","127.316","4","0.769","AC/DC","Who Made Who","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/8/84/YouShookMeAllNightLong.jpg/220px-YouShookMeAllNightLong.jpg"
"Summer Of '69","80","216053","0.0183","0.508","0.8340000000000001","0.0","2","0.0732","-6.205","1","0.0386","139.131","4","0.774","Bryan Adams","Reckless (30th Anniversary / Deluxe Edition)","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/2/2b/Bryan_Adams_-_Summer_of_%2769.jpg/220px-Bryan_Adams_-_Summer_of_%2769.jpg"
"Mr. Blue Sky","23","303373","0.652","0.38799999999999996","0.33799999999999997","3.72e-06","10","0.248","-10.054","1","0.0328","177.78400000000002","4","0.47700000000000004","Electric Light Orchestra","Out Of The Blue","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/7/7c/Mrbluesky.jpg"
"Sugar, Sugar","71","167186","0.466","0.736","0.871","0.0","2","0.10800000000000001","-2.786","1","0.0278","122.395","4","0.9670000000000001","The Archies","The Very Best Of The Archies","Have a Great Day!","//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/The_archies_sugar_sugar_1969_US_vinyl.jpg/220px-The_archies_sugar_sugar_1969_US_vinyl.jpg"
"Everyday People","67","139506","0.245","0.813","0.619","0.0151","7","0.113","-8.203","1","0.0294","114.58","4","0.774","Sly & The Family Stone","R&B: From Doo-Wop To Hip-Hop","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/0/05/Epic-sly-everyday-people.jpg/220px-Epic-sly-everyday-people.jpg"
"Rocket Man (I Think It's Going To Be A Long, Long Time)","80","281613","0.386","0.602","0.522","1.4400000000000001e-05","10","0.0941","-9.031","1","0.0285","136.637","4","0.36","Elton John","Honky Chateau","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/0/04/Elton_John_-_Rocket_Man.jpg/220px-Elton_John_-_Rocket_Man.jpg"
"Stacy's Mom","75","197986","0.0021","0.774","0.75","1.85e-05","11","0.0808","-4.927","0","0.0413","118.015","4","0.925","Fountains Of Wayne","Welcome Interstate Managers","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/8/8b/Stacy%27s_Mom_%28album%29.jpg/220px-Stacy%27s_Mom_%28album%29.jpg"
"Lovely Day","66","255066","0.19399999999999998","0.693","0.565","0.000175","9","0.0806","-12.583","1","0.0345","97.93700000000001","4","0.6920000000000001","Bill Withers","Lean on Me: The Best of Bill Withers","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/9/93/Lovely_Day_-_Bill_Withers.jpeg/220px-Lovely_Day_-_Bill_Withers.jpeg"
"Red Red Wine","77","183733","0.00414","0.857","0.46799999999999997","1.32e-05","1","0.26899999999999996","-8.53","1","0.0476","89.119","4","0.843","UB40","The Very Best Of","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/9/9f/Red_Red_Wine_label.jpg/220px-Red_Red_Wine_label.jpg"
"You Sexy Thing","73","244920","0.522","0.7909999999999999","0.7340000000000001","0.00165","5","0.16699999999999998","-5.4639999999999995","1","0.0629","105.854","4","0.9620000000000001","Hot Chocolate","Hot Chocolate","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/e/e3/You_Sexy_Thing_.jpg/220px-You_Sexy_Thing_.jpg"
"ABC","66","177426","0.451","0.71","0.815","0.000469","8","0.0975","-7.765","1","0.0438","93.603","4","0.955","The Jackson 5","Anthology: Jackson 5","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/7/74/Abc-jackson5.jpg"
"Daylight","18","171333","0.0851","0.583","0.79","0.00038700000000000003","9","0.11","-4.885","1","0.0319","103.286","4","0.7140000000000001","Matt and Kim","Grand","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/2/25/Mattandkimdaylight.jpg/220px-Mattandkimdaylight.jpg"
"Cecilia","63","169560","0.409","0.675","0.8490000000000001","1.31e-05","0","0.0916","-9.68","1","0.0386","104.765","4","0.965","Simon & Garfunkel","Greatest Hits","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/d/d4/Cecilia45.jpg/220px-Cecilia45.jpg"
"Black or White - Single Version","71","202853","0.0824","0.741","0.894","0.0527","4","0.08900000000000001","-3.826","1","0.0495","114.869","4","0.96","Michael Jackson","The Essential Michael Jackson","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/4/48/Michael_Jackson_-_Black_or_White.png/220px-Michael_Jackson_-_Black_or_White.png"
"Alright","73","180880","0.000479","0.467","0.958","0.19899999999999998","4","0.299","-4.808","0","0.0775","145.92","4","0.701","Supergrass","I Should Coco","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/b/b0/ALRIGHT7.jpg"
"Better Together","72","207680","0.29100000000000004","0.866","0.34700000000000003","7.01e-06","7","0.109","-9.552999999999999","0","0.0685","110.06299999999999","4","0.616","Jack Johnson","In Between Dreams","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/e/e5/Better_Together_Jack_Johnson.jpg/220px-Better_Together_Jack_Johnson.jpg"
"Move Your Feet","22","181826","0.046","0.747","0.904","0.106","9","0.203","-2.623","1","0.0803","118.87700000000001","4","0.846","Junior Senior","D-D-Don't Don't Stop The Beat","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/1/19/JuniorSeniorMoveYourFeetCDSingleCover.jpg"
"Any Way You Want It","66","201866","0.000312","0.519","0.934","0.00457","7","0.13699999999999998","-7.1370000000000005","1","0.0471","138.162","4","0.586","Journey","The Essential Journey","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/5/5e/Journey_-_Any_Way_You_Want_It_single_cover.jpg/220px-Journey_-_Any_Way_You_Want_It_single_cover.jpg"
"Edge of Seventeen","68","329680","0.27699999999999997","0.59","0.828","5.57e-06","0","0.0868","-6.28","1","0.0439","111.353","4","0.636","Stevie Nicks","Crystal Visions...The Very Best Of Stevie Nicks (Standard Version)","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/8/89/Edge_Of_Seventeen_Single_Cover.jpg/220px-Edge_Of_Seventeen_Single_Cover.jpg"
"I'm A Believer","45","166906","0.534","0.519","0.772","1.21e-05","0","0.271","-6.784","1","0.0331","79.618","4","0.961","The Monkees","The Definitive Monkees","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/b/b0/The_Monkees_single_02_I%27m_a_Believer.jpg/220px-The_Monkees_single_02_I%27m_a_Believer.jpg"
"Tongue Tied","77","218013","0.00847","0.56","0.9359999999999999","0.0","3","0.161","-5.835","1","0.0439","112.96","4","0.371","Grouplove","Never Trust A Happy Song","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/f/f9/GrouploveTongueTied.jpg/220px-GrouploveTongueTied.jpg"
"Hey, Soul Sister","65","216773","0.182","0.677","0.89","0.0","1","0.0826","-4.448","0","0.0418","97.012","4","0.764","Train","Save Me, San Francisco","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/1/15/Hey_Soul_Sister.jpg/220px-Hey_Soul_Sister.jpg"
"Roses","72","369573","0.0481","0.7509999999999999","0.708","1.83e-05","0","0.107","-5.645","1","0.0545","108.97","4","0.509","OutKast","Speakerboxxx/The Love Below","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/1/19/RosesCover.jpg/220px-RosesCover.jpg"
"Three Little Birds","78","180266","0.0102","0.807","0.48700000000000004","1.98e-06","9","0.0501","-10.456","1","0.0758","148.491","4","0.6509999999999999","Bob Marley & The Wailers","Exodus","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/8/8f/Bob_Marley_Three_Little_Birds.jpg/220px-Bob_Marley_Three_Little_Birds.jpg"
"The Joker","75","264503","0.39399999999999996","0.424","0.446","3.78e-06","5","0.16","-9.618","1","0.0525","165.158","4","0.794","Steve Miller Band","The Joker","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/d/db/Steve_Miller_Band_The_Joker_1973_single_cover.jpg"
"My Sharona","74","295400","0.0589","0.586","0.7","0.00125","0","0.0318","-9.558","1","0.0363","147.245","4","0.897","The Knack","Get The Knack","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/5/53/MySharonaCover.jpg/220px-MySharonaCover.jpg"
"Why Can't We Be Friends?","58","230066","0.193","0.773","0.706","0.0","10","0.5720000000000001","-9.042","1","0.0382","92.462","4","0.966","War","Why Can't We Be Friends?","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/5/5b/War-WhyCan%27tWeBeFriends.jpg/220px-War-WhyCan%27tWeBeFriends.jpg"
"Uptight (Everything's Alright)","60","174400","0.179","0.598","0.6459999999999999","0.0","6","0.141","-9.769","1","0.0309","133.287","4","0.929","Stevie Wonder","Up-Tight","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/c/c1/Uptight.jpg/220px-Uptight.jpg"
"Girls Just Want to Have Fun","74","238266","0.22","0.71","0.799","0.000602","6","0.349","-4.897","1","0.0328","120.37200000000001","4","0.725","Cyndi Lauper","She's So Unusual","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/3/37/Cyndi_lauper_girls_just_want_to_have_fun.jpg/220px-Cyndi_lauper_girls_just_want_to_have_fun.jpg"
"Upside Down","68","208653","0.248","0.7859999999999999","0.648","0.000156","6","0.138","-8.317","0","0.0522","102.399","4","0.652","Jack Johnson","Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/a/a1/Upside_Down_%28Jack_Johnson_song%29_coverart.jpg"
"Baba O'Riley","75","300000","0.287","0.494","0.722","0.18600000000000003","5","0.28300000000000003","-8.373","1","0.0347","117.31200000000001","4","0.156","The Who","Who's Next","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/5/5a/The_Who_-_Baba_cover.jpg/220px-The_Who_-_Baba_cover.jpg"
"What I Got","20","171066","0.0172","0.795","0.706","0.000384","7","0.326","-7.494","1","0.10099999999999999","95.59299999999999","4","0.623","Sublime","Sublime (Explicit Version)","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/6/6b/WhatIGot.jpg/220px-WhatIGot.jpg"
"Ain't Nobody","71","280853","0.18899999999999997","0.799","0.878","0.000105","1","0.14","-7.109","1","0.0434","104.28399999999999","4","0.816","Chaka Khan","Epiphany: The Best Of Chaka Khan, Vol. 1","Have a Great Day!","//upload.wikimedia.org/wikipedia/en/thumb/0/0d/Rufus_nobody.jpg/220px-Rufus_nobody.jpg"
"The Middle","38","165853","0.0385","0.618","0.861","0.0","2","0.0604","-4.669","1","0.0552","162.14700000000002","4","0.8809999999999999","Jimmy Eat World","00s Mixtape","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/26/Themiddlejew.jpg/220px-Themiddlejew.jpg"
"Mr. Brightside","80","222586","0.00108","0.33","0.9359999999999999","0.0","1","0.0926","-3.66","1","0.0917","148.112","4","0.23399999999999999","The Killers","Hot Fuss","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/d/d1/Mr.-Brightside.jpg/220px-Mr.-Brightside.jpg"
"Firework","37","227893","0.141","0.638","0.8320000000000001","0.0","8","0.113","-5.039","1","0.049","124.071","4","0.648","Katy Perry","Teenage Dream (Deluxe)","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/6/60/Firework_cover.png/220px-Firework_cover.png"
"Dirty Little Secret","70","193653","0.0004","0.45299999999999996","0.9420000000000001","2.65e-06","10","0.667","-4.256","1","0.0466","143.85","4","0.457","The All-American Rejects","Move Along","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/d/da/I%27LL_KEEP_YOU_MY_DIRTY_LITTLE_SECRET.jpg/220px-I%27LL_KEEP_YOU_MY_DIRTY_LITTLE_SECRET.jpg"
"Don't Stop The Music","79","267080","0.0336","0.835","0.669","6.92e-05","6","0.0535","-5.582000000000001","0","0.0643","122.66799999999999","4","0.542","Rihanna","Good Girl Gone Bad: Reloaded","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/26/Don%27t_Stop_the_Music_Single.PNG/220px-Don%27t_Stop_the_Music_Single.PNG"
"Hey There Delilah","79","232533","0.872","0.657","0.29100000000000004","0.0","2","0.114","-10.572000000000001","1","0.0293","103.973","4","0.298","Plain White T's","All That We Needed","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/d/dd/Plain_white_t%27s_here_there_delilah.jpg/220px-Plain_white_t%27s_here_there_delilah.jpg"
"Stacy's Mom","75","197986","0.0021","0.774","0.75","1.85e-05","11","0.0808","-4.927","0","0.0413","118.015","4","0.925","Fountains Of Wayne","Welcome Interstate Managers","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/8/8b/Stacy%27s_Mom_%28album%29.jpg/220px-Stacy%27s_Mom_%28album%29.jpg"
"Just Dance","68","241933","0.0337","0.8220000000000001","0.753","1.76e-05","1","0.218","-4.499","0","0.0332","118.98200000000001","4","0.7090000000000001","Lady Gaga","The Fame","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/7/77/Just_Dance_cover.png/220px-Just_Dance_cover.png"
"She Will Be Loved","75","257133","0.0596","0.706","0.713","0.0","0","0.132","-5.5120000000000005","0","0.0301","102.037","4","0.544","Maroon 5","Songs About Jane","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/1/1b/She_Will_be_Loved_cover.png/220px-She_Will_be_Loved_cover.png"
"Down","69","212106","0.0149","0.6629999999999999","0.693","0.0","11","0.0778","-4.505","0","0.0311","66.002","4","0.71","Jay Sean","All Or Nothing","Hella Good New Millenia Hits","//upload.wikimedia.org/wikipedia/en/thumb/9/91/Jay_Sean_Ft._Lil_Wayne_-_Down.jpg/220px-Jay_Sean_Ft._Lil_Wayne_-_Down.jpg"
