"song_name","song_popularity","song_duration_ms","acousticness","danceability","energy","instrumentalness","key","liveness","loudness","audio_mode","speechiness","tempo","time_signature","audio_valence","artist_name","album_names","playlist","image"
"Toxic","60","198813","0.0279","0.774","0.847","0.0183","5","0.24100000000000002","-3.925","0","0.121","143.011","4","0.9229999999999999","Britney Spears","Greatest Hits: My Prerogative","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/21/Britney_Spears_Toxic.png/220px-Britney_Spears_Toxic.png"
"Better With You","68","196018","0.265","0.784","0.43700000000000006","6.979999999999999e-05","5","0.126","-7.867999999999999","1","0.0509","90.00299999999999","4","0.47","Michl","Better With You","100% LatinX","//upload.wikimedia.org/wikipedia/commons/thumb/1/14/Better_with_You_sitcom_logo.png/250px-Better_with_You_sitcom_logo.png"
"Rock Your Body","74","267266","0.20199999999999999","0.8909999999999999","0.7140000000000001","0.000234","4","0.0521","-6.055","0","0.14","100.97200000000001","4","0.818","Justin Timberlake","Justified","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/cf/Rock_Your_Body_cover.png/220px-Rock_Your_Body_cover.png"
"Beautiful Girls","10","241933","0.159","0.745","0.6659999999999999","0.0","9","0.302","-5.899","1","0.0566","129.995","4","0.708","Sean Kingston","Sean Kingston","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/f/f6/Sean_Kingston_Beautiful_Girls.jpg/220px-Sean_Kingston_Beautiful_Girls.jpg"
"Toxic","60","198813","0.0279","0.774","0.847","0.0183","5","0.24100000000000002","-3.925","0","0.121","143.011","4","0.9229999999999999","Britney Spears","Greatest Hits: My Prerogative","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/21/Britney_Spears_Toxic.png/220px-Britney_Spears_Toxic.png"
"Yeah!","79","250373","0.0183","0.894","0.7909999999999999","0.0","2","0.0388","-4.699","1","0.11199999999999999","105.01799999999999","4","0.583","Usher","Confessions (Special Edition)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/2e/Usher-yeah.jpg/220px-Usher-yeah.jpg"
"Hips Don't Lie","84","218093","0.284","0.778","0.8240000000000001","0.0","10","0.405","-5.892","0","0.0712","100.024","4","0.7559999999999999","Shakira","Oral Fixation Vol. 2","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/c0/Shakira-HipsDon%27tLie.jpg/220px-Shakira-HipsDon%27tLie.jpg"
"Hey, Soul Sister","77","216666","0.217","0.675","0.885","0.0","1","0.086","-4.4319999999999995","0","0.0436","97.03","4","0.768","Train","Hey, Soul Sister","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/1/15/Hey_Soul_Sister.jpg/220px-Hey_Soul_Sister.jpg"
"Pumped Up Kicks","84","239600","0.145","0.733","0.71","0.115","5","0.0956","-5.849","0","0.0292","127.975","4","0.965","Foster The People","Torches","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/e/ed/PumpedUpKicks.jpg/220px-PumpedUpKicks.jpg"
"All of Me","85","269560","0.922","0.42200000000000004","0.264","0.0","8","0.132","-7.064","1","0.0322","119.93","4","0.331","John Legend","Love In The Future","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/4/4f/Allofmejohnlegend.jpg/220px-Allofmejohnlegend.jpg"
"Drops of Jupiter","78","259933","0.154","0.46799999999999997","0.64","0.0","0","0.154","-5.862","1","0.0275","79.297","4","0.499","Train","Drops Of Jupiter","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/9/9d/Train_Drops_of_Jupiter.jpg/220px-Train_Drops_of_Jupiter.jpg"
"We Can't Stop","78","231240","0.00882","0.613","0.622","0.0","1","0.37","-5.794","0","0.0334","80.003","4","0.484","Miley Cyrus","Bangerz (Deluxe Version)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/7/75/Wecantstop.png/220px-Wecantstop.png"
"Fighter","69","245960","0.235","0.435","0.92","0.00035299999999999996","4","0.552","-1.357","0","0.201","188.899","4","0.45","Christina Aguilera","Stripped","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/e/e6/Christina_Aguilera_-_Fighter_%28single%29.png/220px-Christina_Aguilera_-_Fighter_%28single%29.png"
"Since U Been Gone","75","188960","0.00165","0.662","0.741","0.0303","0","0.114","-5.406000000000001","1","0.0334","131.0","4","0.40399999999999997","Kelly Clarkson","Breakaway","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/d/da/Since_U_Been_Gone_Single.PNG/220px-Since_U_Been_Gone_Single.PNG"
"TiK ToK","71","199693","0.0746","0.755","0.8320000000000001","1.27e-06","2","0.29100000000000004","-2.741","0","0.11599999999999999","120.03200000000001","4","0.735","Kesha","Animal","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/7/7e/TiK_ToK_-_Kesha_%28official_single_cover%29.JPG/220px-TiK_ToK_-_Kesha_%28official_single_cover%29.JPG"
"SexyBack","77","242733","0.0584","0.9670000000000001","0.583","0.0","7","0.0519","-5.562","0","0.0789","117.0","4","0.9640000000000001","Justin Timberlake","FutureSex/LoveSounds","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/28/SexyBack.png/220px-SexyBack.png"
"With You","69","252160","0.14300000000000002","0.659","0.696","0.0","3","0.13","-4.291","1","0.071","86.001","4","0.665","Chris Brown","Exclusive","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/b/bf/WithYouChrisBrown.jpg/220px-WithYouChrisBrown.jpg"
"Breakeven","76","261426","0.17300000000000001","0.63","0.698","0.0","10","0.0789","-4.51","1","0.0244","94.023","4","0.529","The Script","The Script","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/0/0f/Breakeven_TS_The_Script.jpg/220px-Breakeven_TS_The_Script.jpg"
"I Know You Want Me (Calle Ocho)","65","237120","0.0142","0.8240000000000001","0.743","2.12e-05","2","0.237","-5.995","1","0.141","127.046","4","0.804","Pitbull","Pitbull Starring In Rebelution","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/4/4c/Pitbull_i_know_you_want_me_cover.jpg/220px-Pitbull_i_know_you_want_me_cover.jpg"
"Bye Bye Bye","73","200400","0.031","0.61","0.9259999999999999","0.0012","8","0.0821","-4.843","0","0.0479","172.638","4","0.861","*NSYNC","No Strings Attached","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/a/aa/Byebyebye.jpg/220px-Byebyebye.jpg"
"Complicated","77","244506","0.0572","0.585","0.7759999999999999","7.74e-06","5","0.3","-5.898","1","0.0459","77.987","4","0.42700000000000005","Avril Lavigne","Let Go","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/7/76/Complicated_cover.png/220px-Complicated_cover.png"
"Let Me Love You","80","256733","0.235","0.6559999999999999","0.578","0.0","7","0.11800000000000001","-8.97","0","0.0922","94.514","4","0.556","Mario","Let Me Love You","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/ca/Mario-let_me_love_you.jpg/220px-Mario-let_me_love_you.jpg"
"Beautiful","73","238560","0.578","0.457","0.573","3.05e-06","5","0.114","-3.866","0","0.0275","76.193","4","0.0992","Christina Aguilera","Stripped","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/8/89/Christina_Aguilera_-_Beautiful_%28single%29.png/220px-Christina_Aguilera_-_Beautiful_%28single%29.png"
"Raise Your Glass","54","203306","0.00611","0.701","0.7","0.0","7","0.0295","-4.934","1","0.0876","122.035","4","0.625","P!nk","Greatest Hits...So Far!!!","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/25/Raise_Your_Glass_%28Pink_single_-_cover_art%29.jpg/220px-Raise_Your_Glass_%28Pink_single_-_cover_art%29.jpg"
"Timber","75","204160","0.0295","0.581","0.963","0.0","11","0.139","-4.087","1","0.0981","129.99200000000002","4","0.7879999999999999","Pitbull","Global Warming: Meltdown (Deluxe Version)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/a/a9/Pitbull_featuring_Kesha_-_Timber.jpg/220px-Pitbull_featuring_Kesha_-_Timber.jpg"
"What Makes You Beautiful","69","198053","0.00761","0.7290000000000001","0.7709999999999999","0.0","4","0.087","-2.451","1","0.0725","125.01100000000001","4","0.873","One Direction","Up All Night","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/7/75/What_Makes_You_Beautiful_Album_Cover.jpg/220px-What_Makes_You_Beautiful_Album_Cover.jpg"
"No One","79","253813","0.03","0.649","0.552","6.47e-06","1","0.111","-5.419","0","0.0292","89.969","4","0.158","Alicia Keys","As I Am","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/28/Alicia_Keys_-_No_One.png/220px-Alicia_Keys_-_No_One.png"
"Sk8er Boi","67","204000","6.790000000000001e-05","0.48700000000000004","0.9","0.0","0","0.358","-4.417","1","0.0482","149.937","4","0.484","Avril Lavigne","Let Go","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Sk8er_boi_cover.jpg/220px-Sk8er_boi_cover.jpg"
"Womanizer","76","224400","0.073","0.7240000000000001","0.695","0.0","11","0.0889","-5.226","1","0.0622","139.0","4","0.235","Britney Spears","Circus (Deluxe Version)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/4/45/Britney_Spears_Womanizer.png/220px-Britney_Spears_Womanizer.png"
"Give Me Everything","75","252306","0.192","0.6709999999999999","0.9390000000000001","0.0","8","0.298","-3.2060000000000004","1","0.161","129.023","4","0.529","Pitbull","Planet Pit (Deluxe Version)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/0/06/Pitbull_-_Give_Me_Everything.jpg/220px-Pitbull_-_Give_Me_Everything.jpg"
"Bleeding Love","81","262466","0.188","0.638","0.6559999999999999","0.0","5","0.146","-5.886","1","0.0357","104.036","4","0.225","Leona Lewis","Spirit","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/cd/Leona_Lewis_-_Bleeding_Love.jpg/220px-Leona_Lewis_-_Bleeding_Love.jpg"
"Lose My Breath","63","242013","0.00727","0.8140000000000001","0.899","0.21899999999999997","1","0.0979","-5.957999999999999","1","0.0637","119.01100000000001","4","0.545","Destiny's Child","Destiny Fulfilled","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/b/b1/Love_My_Breath_single_cover.jpg/220px-Love_My_Breath_single_cover.jpg"
"Love Song","77","258826","0.0208","0.583","0.7859999999999999","0.0","2","0.188","-3.142","0","0.0301","123.052","4","0.573","Sara Bareilles","Little Voice","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/6/60/Sara_Bareilles_Love_Song_Cover.jpg/220px-Sara_Bareilles_Love_Song_Cover.jpg"
"Ms. Jackson","78","270506","0.142","0.843","0.805","0.0","4","0.0771","-5.946000000000001","0","0.26899999999999996","94.946","4","0.615","OutKast","Stankonia","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/c1/Ms._Jackson_%28OutKast_single_-_cover_art%29.jpg/220px-Ms._Jackson_%28OutKast_single_-_cover_art%29.jpg"
"Die Young","72","211920","0.00498","0.711","0.7","0.000125","1","0.215","-4.805","0","0.046","128.001","4","0.8009999999999999","Kesha","Warrior (Deluxe Version)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/c2/Die_Young_%28Kesha_song%29.jpg/220px-Die_Young_%28Kesha_song%29.jpg"
"Survivor","62","254040","0.0533","0.524","0.904","0.0","8","0.7759999999999999","-2.0709999999999997","1","0.39799999999999996","161.188","4","0.655","Destiny's Child","Survivor","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/d/d1/Destiny%27s_child-survivor%28single%29.jpg"
"Cry Me a River","77","288333","0.575","0.624","0.653","0.0","8","0.10400000000000001","-6.582000000000001","0","0.17600000000000002","73.884","4","0.565","Justin Timberlake","Justified","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/7/73/Cry_Me_a_River_cover.png/220px-Cry_Me_a_River_cover.png"
"Whatever You Like","75","249533","0.0161","0.68","0.687","0.0","9","0.261","-6.162000000000001","0","0.0709","150.053","4","0.467","T.I.","Paper Trail","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/b/b2/T.I._Whatever_You_Like_Paper_Trail_Single.jpg/220px-T.I._Whatever_You_Like_Paper_Trail_Single.jpg"
"One, Two Step","78","203786","0.042","0.9440000000000001","0.511","0.00107","5","0.0379","-10.96","0","0.161","113.046","4","0.8420000000000001","Ciara","Goodies","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/5/51/Ciara_1%2C_2_step.jpg/220px-Ciara_1%2C_2_step.jpg"
"Wrecking Ball","74","221360","0.40700000000000003","0.53","0.42200000000000004","0.0","5","0.107","-6.2620000000000005","1","0.0342","119.964","4","0.349","Miley Cyrus","Bangerz (Deluxe Version)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/0/06/Miley_Cyrus_-_Wrecking_Ball.jpg/220px-Miley_Cyrus_-_Wrecking_Ball.jpg"
"So What","65","215160","0.000304","0.535","0.8859999999999999","2.26e-06","11","0.257","-3.1060000000000003","1","0.045","126.012","4","0.445","P!nk","Funhouse","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/f/f3/Pinksowhatcover.jpg/220px-Pinksowhatcover.jpg"
"Whenever, Wherever","76","196160","0.23600000000000002","0.7929999999999999","0.8320000000000001","1.12e-05","1","0.20199999999999999","-4.862","0","0.0406","107.661","4","0.872","Shakira","Laundry Service","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/4/48/Shakira_-_Whenever%2C_Wherever.jpg/220px-Shakira_-_Whenever%2C_Wherever.jpg"
"It's Gonna Be Me","67","192426","0.0407","0.636","0.873","1.27e-06","0","0.0372","-4.672","0","0.071","165.071","4","0.9079999999999999","*NSYNC","No Strings Attached","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/f/f2/ItsGonnaBeMe.jpg/220px-ItsGonnaBeMe.jpg"
"My Boo","77","223440","0.257","0.662","0.507","0.0","5","0.0465","-8.238","1","0.11800000000000001","86.412","4","0.6759999999999999","Usher","Confessions (Special Edition)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/7/7c/Usher_and_Alicia_Keys_-_My_Boo_-_CD_cover.jpg/220px-Usher_and_Alicia_Keys_-_My_Boo_-_CD_cover.jpg"
"Sex on Fire","81","203346","0.00172","0.542","0.905","0.0104","9","0.136","-5.653","1","0.054000000000000006","153.398","4","0.374","Kings of Leon","Only By The Night","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/6/6c/SexOnFire.jpg/220px-SexOnFire.jpg"
"Stronger (What Doesn't Kill You)","52","221920","0.0411","0.555","0.9229999999999999","0.0","0","0.11199999999999999","-5.9079999999999995","1","0.0482","116.012","4","0.682","Kelly Clarkson","Greatest Hits - Chapter One","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/9/91/WDKYSingleCover.jpg/220px-WDKYSingleCover.jpg"
"Over My Head (Cable Car)","60","236373","0.0204","0.591","0.6990000000000001","0.0","8","0.0614","-5.221","1","0.0449","116.029","4","0.733","The Fray","Over My Head (Cable Car)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/8/83/The_Fray_-_Over_My_Head_%28Cable_Car%29.jpg"
"For the First Time","65","252853","0.0328","0.396","0.629","0.0","9","0.183","-4.78","1","0.0287","173.794","4","0.358","The Script","Science & Faith","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/b/b3/The_script-for_the_first_time_s.jpg/220px-The_script-for_the_first_time_s.jpg"
"Girlfriend","69","216600","0.0007379999999999999","0.56","0.9590000000000001","0.000206","7","0.209","-2.4330000000000003","1","0.102","163.983","4","0.67","Avril Lavigne","The Best Damn Thing","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/3/3b/Avril_Lavigne_-_Girlfriend.png/220px-Avril_Lavigne_-_Girlfriend.png"
"Fallin'","76","210200","0.263","0.653","0.609","0.00101","11","0.233","-7.519","0","0.037000000000000005","95.98200000000001","3","0.48200000000000004","Alicia Keys","Songs In A Minor","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/6/6d/Alicia-keys-fallin-single.jpg/220px-Alicia-keys-fallin-single.jpg"
"Use Somebody","79","230760","0.005520000000000001","0.276","0.715","0.000417","0","0.201","-5.356","1","0.0432","137.028","4","0.17300000000000001","Kings of Leon","Only By The Night","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/a/a0/Use_Somebody.jpg/220px-Use_Somebody.jpg"
"How to Save a Life","83","262533","0.26899999999999996","0.64","0.743","0.0","10","0.10099999999999999","-4.08","1","0.0379","122.035","4","0.361","The Fray","How To Save A Life","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/6/6f/HTSAL.jpg/220px-HTSAL.jpg"
"Not Over You","69","218520","0.255","0.63","0.894","0.0","10","0.18100000000000002","-4.592","1","0.0544","142.05100000000002","4","0.364","Gavin DeGraw","Sweeter","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/1/1e/Gavin-not-over-you.jpg/220px-Gavin-not-over-you.jpg"
"Before He Cheats","73","199946","0.271","0.519","0.7490000000000001","0.0","6","0.11900000000000001","-3.318","0","0.0405","147.905","4","0.29","Carrie Underwood","Some Hearts","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/2/2b/Carrie_Underwood_-_Before_He_Cheats.png/220px-Carrie_Underwood_-_Before_He_Cheats.png"
"Caught Up","31","224946","0.0251","0.815","0.8079999999999999","5.37e-06","6","0.12","-4.614","1","0.0511","110.06299999999999","4","0.746","Usher","Caught Up","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/3/3c/Usher_-_Caught_Up_-_CD_cover.jpg"
"If I Ain't Got You","81","228706","0.603","0.609","0.445","6.77e-06","7","0.10400000000000001","-9.129","1","0.106","118.39299999999999","3","0.166","Alicia Keys","The Diary Of Alicia Keys","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/1/10/Alicia_Keys_-_If_I_Ain%27t_Got_You_%28single_cover%29.jpg/220px-Alicia_Keys_-_If_I_Ain%27t_Got_You_%28single_cover%29.jpg"
"Wherever You Will Go","67","209360","0.0392","0.551","0.696","0.0","2","0.127","-6.192","1","0.0265","112.024","4","0.354","The Calling","The Best Of...","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/e/e4/The_calling_wherever_you.png/220px-The_calling_wherever_you.png"
"You Found Me","76","241853","0.0187","0.33799999999999997","0.8029999999999999","0.0","8","0.136","-5.412000000000001","0","0.0413","151.994","4","0.4","The Fray","The Fray","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/c4/You_Found_Me_The_Fray_Artwork.jpg/220px-You_Found_Me_The_Fray_Artwork.jpg"
"Because of You","75","219493","0.254","0.583","0.584","0.0","5","0.12300000000000001","-5.362","0","0.0314","140.039","4","0.136","Kelly Clarkson","Breakaway","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/cb/Because_of_You_Single.PNG/220px-Because_of_You_Single.PNG"
"Get The Party Started","67","191666","0.0012699999999999999","0.8059999999999999","0.902","0.0","11","0.212","-3.387","0","0.0475","128.94299999999998","4","0.961","P!nk","M!ssundaztood","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/8/82/GetThePartyStartedSingle.jpg/220px-GetThePartyStartedSingle.jpg"
"The Anthem","73","175093","0.006659999999999999","0.494","0.9390000000000001","0.0","1","0.139","-3.127","1","0.126","177.75099999999998","4","0.893","Good Charlotte","The Young and The Hopeless","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/e/eb/GoodCharlotteTheAnthem.jpg/220px-GoodCharlotteTheAnthem.jpg"
"I Don't Want to Be","63","217760","0.007909999999999999","0.423","0.862","0.0","0","0.133","-5.13","0","0.0695","154.746","4","0.462","Gavin DeGraw","Chariot - Stripped","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/4/46/I_Don%27t_Want_to_Be_Gavin_Degraw.jpg/220px-I_Don%27t_Want_to_Be_Gavin_Degraw.jpg"
"Better in Time","73","234173","0.512","0.584","0.7","2.4299999999999998e-05","6","0.13","-4.251","1","0.0506","163.953","4","0.5489999999999999","Leona Lewis","Spirit","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/5/5b/Leona_lewis-better_in_time_s.jpg/220px-Leona_lewis-better_in_time_s.jpg"
"Over You","64","204853","0.017","0.423","0.922","0.0","3","0.102","-2.602","1","0.0411","156.063","4","0.5670000000000001","Daughtry","Daughtry","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/7/74/Daughtry_over_you.png"
"The Great Escape","67","206520","0.0016600000000000002","0.423","0.94","0.0","1","0.17800000000000002","-4.012","0","0.0635","149.934","4","0.505","Boys Like Girls","Boys Like Girls","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/4/46/The_Great_escape.jpg/220px-The_Great_escape.jpg"
"Your Body Is a Wonderland","78","249626","0.0206","0.647","0.7290000000000001","0.0489","5","0.134","-6.251","1","0.0236","94.01","4","0.687","John Mayer","Room For Squares","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/a/a9/Your_Body_Is_a_Wonderland_%28John_Mayer_single_-_cover_art%29.jpg/220px-Your_Body_Is_a_Wonderland_%28John_Mayer_single_-_cover_art%29.jpg"
"Superman (It's Not Easy)","48","222000","0.327","0.521","0.431","0.0","0","0.0986","-9.74","1","0.0293","106.546","4","0.18100000000000002","Five For Fighting","Bandits (Motion Picture Soundtrack)","2000s Smash Hits","//upload.wikimedia.org/wikipedia/en/thumb/c/c8/Superman%28single%29.jpg/220px-Superman%28single%29.jpg"
"Vivir Mi Vida","68","251160","0.324","0.65","0.879","0.0","8","0.376","-3.176","1","0.0328","105.015","4","0.899","Marc Anthony","Vivir Mi Vida","50 Latin Classics","//upload.wikimedia.org/wikipedia/en/thumb/c/cf/Cest-la-vie-single-by-khaled.jpg/220px-Cest-la-vie-single-by-khaled.jpg"
"La Camisa Negra","29","216706","0.0838","0.7509999999999999","0.731","0.0","6","0.0556","-4.419","0","0.0308","97.007","4","0.973","Juanes","Mi Sangre","50 Latin Classics","//upload.wikimedia.org/wikipedia/en/thumb/e/e1/La_Camisa_Negra.jpg/220px-La_Camisa_Negra.jpg"
